id,articleType,productDisplayName,gender,baseColour,season,year,usage,category,image_path
26116,Shirts,John Miller Men Striped Blue Shirt,Men,Blue,Summer,2012.0,Formal,Shirts,data/subset/images/26116.jpg
12254,Shirts,Genesis Men Check Red Shirts,Men,Red,Fall,2011.0,Formal,Shirts,data/subset/images/12254.jpg
10814,Shirts,Wrangler Men Easter Bright Amslar Purple Shirt,Men,Purple,Fall,2011.0,Casual,Shirts,data/subset/images/10814.jpg
21118,Shirts,s.Oliver Men Check Olive Shirt,Men,Olive,Fall,2011.0,Casual,Shirts,data/subset/images/21118.jpg
10185,Shirts,Indigo Nation Men Price catch White Shirts,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/10185.jpg
8805,Shirts,Scullers Men Scul White Black Shirt,Men,Black,Fall,2011.0,Casual,Shirts,data/subset/images/8805.jpg
12292,Shirts,Genesis Men Check Blue Shirts,Men,Blue,Fall,2011.0,Formal,Shirts,data/subset/images/12292.jpg
48371,Shirts,French Connection Men Black Check Shirt,Men,Black,Summer,2012.0,Casual,Shirts,data/subset/images/48371.jpg
10810,Shirts,Wrangler Men Mark Rodeo Riveted Blue Shirts,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/10810.jpg
12376,Shirts,Reid & Taylor Men Check White Shirts,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/12376.jpg
12387,Shirts,Reid & Taylor Men Stripes Orange Shirts,Men,Orange,Fall,2011.0,Formal,Shirts,data/subset/images/12387.jpg
29322,Shirts,Probase Men Check Maroon Shirt,Men,Maroon,Summer,2012.0,Casual,Shirts,data/subset/images/29322.jpg
8586,Shirts,Scullers Men Red Shirt,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/8586.jpg
9231,Shirts,Mark Taylor Men Grey Striped Shirt,Men,Grey,Fall,2011.0,Formal,Shirts,data/subset/images/9231.jpg
20148,Shirts,Wrangler Men Dodge Black Shirt,Men,Black,Fall,2011.0,Casual,Shirts,data/subset/images/20148.jpg
33241,Shirts,Arrow Men Blue Striped Shirt,Men,Blue,Summer,2012.0,Formal,Shirts,data/subset/images/33241.jpg
22573,Shirts,Highlander Men Check Red Shirt,Men,Red,Summer,2011.0,Casual,Shirts,data/subset/images/22573.jpg
11701,Shirts,Lee Men Check White Shirts,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/11701.jpg
26088,Shirts,John Miller Men Striped Purple Shirt,Men,Purple,Summer,2012.0,Formal,Shirts,data/subset/images/26088.jpg
20177,Shirts,Wrangler Men Tiny Maroon Shirt,Men,Maroon,Fall,2011.0,Casual,Shirts,data/subset/images/20177.jpg
9519,Shirts,John Miller Men white pink black check Maroon Shirts,Men,Maroon,Fall,2011.0,Formal,Shirts,data/subset/images/9519.jpg
26516,Shirts,Arrow Sport Men Navy Blue Check Shirt,Men,Navy Blue,Spring,2012.0,Casual,Shirts,data/subset/images/26516.jpg
16037,Shirts,Highlander Men Check Green Shirt,Men,Green,Fall,2011.0,Casual,Shirts,data/subset/images/16037.jpg
33967,Shirts,Femella Women Black Top,Women,Black,Summer,2012.0,Casual,Shirts,data/subset/images/33967.jpg
13867,Shirts,Scullers Men Check Red Shirts,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/13867.jpg
13735,Shirts,Belmonte Men Stripes Green Shirts,Men,Green,Fall,2011.0,Formal,Shirts,data/subset/images/13735.jpg
16340,Shirts,Peter England Men Stripes Maroon Shirt,Men,Maroon,Fall,2011.0,Formal,Shirts,data/subset/images/16340.jpg
6784,Shirts,Timberland Men Pelham Plaid Blue Shirt,Men,Blue,Summer,2011.0,Casual,Shirts,data/subset/images/6784.jpg
16387,Shirts,Peter England Men Stripes Orange Shirt,Men,Orange,Fall,2011.0,Formal,Shirts,data/subset/images/16387.jpg
26059,Shirts,John Miller Men Gingham Black Shirt,Men,Black,Summer,2012.0,Formal,Shirts,data/subset/images/26059.jpg
29291,Shirts,Wrangler Men Striped Green Shirt,Men,Green,Summer,2012.0,Casual,Shirts,data/subset/images/29291.jpg
16399,Shirts,Levis Men White Striped Shirt,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/16399.jpg
10476,Shirts,Flying Machine Men Ydc Pink Shirts,Men,Pink,Fall,2011.0,Casual,Shirts,data/subset/images/10476.jpg
22395,Shirts,Mark Taylor Men Striped Blue Shirt,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/22395.jpg
31639,Shirts,Indigo Nation Men Check Maroon Shirt,Men,Maroon,Summer,2012.0,Casual,Shirts,data/subset/images/31639.jpg
41660,Shirts,Mark Taylor Men Blue Striped Shirt,Men,Blue,Summer,2012.0,Formal,Shirts,data/subset/images/41660.jpg
9664,Shirts,Indigo Nation Men Bling Maroon Shirt,Men,Maroon,Fall,2011.0,Casual,Shirts,data/subset/images/9664.jpg
32762,Shirts,John Miller Men Check Blue Shirt,Men,Blue,Summer,2012.0,Formal,Shirts,data/subset/images/32762.jpg
26958,Shirts,Jealous 21 Women Teal Shirt,Women,Teal,Summer,2012.0,Casual,Shirts,data/subset/images/26958.jpg
43485,Shirts,French Connection Men Navy Blue Shirt,Men,Navy Blue,Summer,2012.0,Casual,Shirts,data/subset/images/43485.jpg
23037,Shirts,Arrow Men Black Striped Shirt,Men,Black,Fall,2011.0,Formal,Shirts,data/subset/images/23037.jpg
31097,Shirts,Gini and Jony Boys Check Blue Shirt,Boys,Blue,Summer,2012.0,Casual,Shirts,data/subset/images/31097.jpg
9634,Shirts,Indigo Nation Men Price catch Black White Shirts,Men,White,Fall,2011.0,Formal,Shirts,data/subset/images/9634.jpg
9064,Shirts,Mark Taylor Men Blue Striped Shirt,Men,Blue,Fall,2011.0,Formal,Shirts,data/subset/images/9064.jpg
31653,Shirts,Indigo Nation Men White Shirt,Men,White,Summer,2012.0,Casual,Shirts,data/subset/images/31653.jpg
7164,Shirts,Scullers Men Black & Red Check Shirt,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/7164.jpg
14623,Shirts,United Colors of Benetton Men Check Grey Shirts,Men,Grey,Fall,2011.0,Casual,Shirts,data/subset/images/14623.jpg
16406,Shirts,Levis Men Check Maroon Shirts,Men,Maroon,Fall,2011.0,Casual,Shirts,data/subset/images/16406.jpg
22576,Shirts,Highlander Men Purple Check Shirt,Men,Purple,Fall,2011.0,Casual,Shirts,data/subset/images/22576.jpg
19825,Shirts,U.S. Polo Assn. Men Check Green Shirt,Men,Green,Fall,2011.0,Casual,Shirts,data/subset/images/19825.jpg
8798,Shirts,Scullers Men Red Check Shirt,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/8798.jpg
4974,Shirts,Gini and Jony Boy's Kangaroo Yellow Infant Kidswear,Men,Yellow,Summer,2011.0,Casual,Shirts,data/subset/images/4974.jpg
2162,Shirts,Probase Men Blue Slim Fit Solid Casual Shirt,Men,Blue,Spring,2011.0,Casual,Shirts,data/subset/images/2162.jpg
29184,Shirts,United Colors of Benetton Men Blue Shirt,Men,Blue,Summer,2012.0,Casual,Shirts,data/subset/images/29184.jpg
9072,Shirts,Mark Taylor Men Solid White Shirts,Men,White,Fall,2011.0,Formal,Shirts,data/subset/images/9072.jpg
59874,Shirts,Femella Women Green Check Shirt,Women,Green,Fall,2012.0,Casual,Shirts,data/subset/images/59874.jpg
51426,Shirts,Myntra Men Red Check Shirt,Men,White,Summer,2012.0,Casual,Shirts,data/subset/images/51426.jpg
27887,Shirts,Scullers For Her White Check Shirt,Women,White,Summer,2012.0,Formal,Shirts,data/subset/images/27887.jpg
39771,Shirts,Peter England Men Multi Coloured Casual Shirt,Men,White,Summer,2012.0,Casual,Shirts,data/subset/images/39771.jpg
12328,Shirts,Genesis Blue Formal Shirt,Men,Blue,Winter,2011.0,Formal,Shirts,data/subset/images/12328.jpg
27871,Shirts,Scullers For Her Striped White Shirt,Women,White,Summer,2012.0,Casual,Shirts,data/subset/images/27871.jpg
6059,Shirts,UCB Men Linen Small Checks Green Shirt,Men,Green,Summer,2011.0,Casual,Shirts,data/subset/images/6059.jpg
5987,Shirts,Highlander Men Black Striped Slim Fit Shirt,Men,Black,Summer,2011.0,Casual,Shirts,data/subset/images/5987.jpg
11050,Shirts,Scullers Men Check Red Shirts,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/11050.jpg
10792,Shirts,Wrangler Men Authentic Rope Embro Red Shirts,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/10792.jpg
11693,Shirts,Lee Men Check Red Shirts,Men,Red,Fall,2011.0,Casual,Shirts,data/subset/images/11693.jpg
41653,Shirts,Mark Taylor Men Blue Striped Shirt,Men,Blue,Summer,2012.0,Formal,Shirts,data/subset/images/41653.jpg
9618,Shirts,Indigo Nation Men Checks Blue Shirts,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/9618.jpg
22384,Shirts,Mark Taylor Men Black & Blue Striped White Shirt,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/22384.jpg
5975,Shirts,Locomotive Men Black Maroon Purple Stripe Shirt,Men,Black,Summer,2011.0,Casual,Shirts,data/subset/images/5975.jpg
6320,Shirts,UCB Men Small Checks Yellow Shirt,Men,Grey,Summer,2011.0,Casual,Shirts,data/subset/images/6320.jpg
11459,Shirts,United Colors of Benetton Men Light Winters Blue Shirts,Men,Blue,Fall,2011.0,Formal,Shirts,data/subset/images/11459.jpg
34038,Shirts,Gini and Jony Boys Check Red Shirt,Boys,Red,Summer,2012.0,Casual,Shirts,data/subset/images/34038.jpg
22356,Shirts,John Players Men Solid White Shirt,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/22356.jpg
11404,Shirts,United Colors of Benetton Men Solid Black Shirts,Men,Black,Fall,2011.0,Casual,Shirts,data/subset/images/11404.jpg
9658,Shirts,Indigo Nation Men Reversible Bling Maroon Shirt,Men,Maroon,Fall,2011.0,Casual,Shirts,data/subset/images/9658.jpg
8720,Shirts,Indigo Nation Men Stripes Green Shirts,Men,Green,Fall,2011.0,Casual,Shirts,data/subset/images/8720.jpg
19180,Shirts,United Colors of Benetton Men Check White Shirt,Men,White,Summer,2011.0,Casual,Shirts,data/subset/images/19180.jpg
4972,Shirts,Gini and Jony Boy's Kangaroo Green White Kidswear,Men,Green,Summer,2011.0,Casual,Shirts,data/subset/images/4972.jpg
12327,Shirts,Genesis Pink Striped Formal Shirt,Men,Pink,Winter,2011.0,Formal,Shirts,data/subset/images/12327.jpg
13321,Shirts,Gini and Jony Kids Boys Stripes Pink Shirts,Men,Pink,Fall,2011.0,Casual,Shirts,data/subset/images/13321.jpg
9712,Shirts,Scullers Men Scul White Shirts,Men,White,Fall,2011.0,Casual,Shirts,data/subset/images/9712.jpg
17165,Shirts,U.S. Polo Assn. Men Maroon & White Check Shirt,Men,Maroon,Fall,2011.0,Formal,Shirts,data/subset/images/17165.jpg
20129,Shirts,Wrangler Women Belted Purple Shirt,Women,Purple,Fall,2011.0,Casual,Shirts,data/subset/images/20129.jpg
31100,Shirts,Gini and Jony Boys Check Navy Blue Shirt,Boys,Navy Blue,Summer,2012.0,Casual,Shirts,data/subset/images/31100.jpg
19735,Shirts,United Colors of Benetton Women White Shirt,Women,White,Fall,2011.0,Casual,Shirts,data/subset/images/19735.jpg
14663,Shirts,Basics Men Navy Blue Slim Fit Checked Shirt,Men,Navy Blue,Fall,2011.0,Casual,Shirts,data/subset/images/14663.jpg
39697,Shirts,Spykar Men Ranger Navy Blue Shirt,Men,Navy Blue,Summer,2012.0,Casual,Shirts,data/subset/images/39697.jpg
6015,Shirts,Highlander Men Small Black Checked Shirt,Men,Black,Summer,2011.0,Casual,Shirts,data/subset/images/6015.jpg
9254,Shirts,Mark Taylor Men Solid White Shirts,Men,White,Fall,2011.0,Formal,Shirts,data/subset/images/9254.jpg
39780,Shirts,Peter England Men Yellow Casual Shirts,Men,Yellow,Summer,2012.0,Casual,Shirts,data/subset/images/39780.jpg
11468,Shirts,United Colors of Benetton Men Summer Navy Blue Shirt,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/11468.jpg
9498,Shirts,John Miller Men Pink white black check Pink Shirts,Men,Pink,Fall,2011.0,Formal,Shirts,data/subset/images/9498.jpg
12012,Shirts,Mark Taylor Men Blue Striped Shirts,Men,Blue,Fall,2011.0,Formal,Shirts,data/subset/images/12012.jpg
10255,Shirts,Locomotive Men Stripes Blue Shirts,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/10255.jpg
20158,Shirts,Wrangler Men Festa Blue Shirt,Men,Blue,Fall,2011.0,Casual,Shirts,data/subset/images/20158.jpg
